,long_atm_strangle,long_call_butterfly,calendar_spread
long_atm_strangle,67.65102295486525,-0.31269738980410033,-6.192706245698915
long_call_butterfly,-0.31269738980410033,22.52417878783197,-9.68349731565677
calendar_spread,-6.192706245698915,-9.68349731565677,10922.332288776634
