portfolio,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,active_days,active_total_return,active_annual_return,active_volatility,active_sharpe
equal_weight,52.65149175337398,56.58716466814957,34.928704668887086,1.620076244011272,-0.6160225103770506,54,52.65149175337398,119.46179207720463,50.70300194435351,2.35610885935933
minimum_variance,4.80990109757315,8.637533160470413,4.089110261736269,2.112325813587342,-0.6858300196853657,54,4.80990109757315,18.23479222765976,5.911217520214276,3.084777740846655
maximum_sharpe,14.126591575930512,12.410748093192769,4.901524062443967,2.5320181917059896,-0.6350678494930174,54,14.126591575930512,26.20046819674029,7.054233570484548,3.7141480977274486
risk_parity,14.728321235351956,12.604912538509803,5.007567256163298,2.5171728892898475,-0.5937179240211906,54,14.728321235351956,26.610370914631808,7.208086696396498,3.6917384647905243
