portfolio,type,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,scaling_factor
equal_weight,raw,52.65149175337398,56.58716466814957,34.928704668887086,1.620076244011272,-0.6160225103770506,
equal_weight,scaled,0.11087878344961477,0.2430114366016908,0.14999999999999997,1.6200762440112724,-0.0035499552298901005,0.004294462145732339
minimum_variance,raw,4.80990109757315,8.637533160470413,4.089110261736269,2.112325813587342,-0.6858300196853657,
minimum_variance,scaled,0.14842936905661697,0.3168488720381013,0.15000000000000002,2.1123258135873417,-0.030034324501500342,0.03668279659847294
maximum_sharpe,raw,14.126591575930512,12.410748093192769,4.901524062443967,2.5320181917059896,-0.6350678494930174,
maximum_sharpe,scaled,0.18153190745479342,0.3798027287558985,0.14999999999999997,2.5320181917059905,-0.02287880350728755,0.03060272643550136
risk_parity,raw,14.728321235351956,12.604912538509803,5.007567256163298,2.5171728892898475,-0.5937179240211906,
risk_parity,scaled,0.18034665680411788,0.37757593339347706,0.14999999999999994,2.517172889289848,-0.020725583804043657,0.029954665075218007
