trade_date,portfolio_return,equity
20260102,0.0,1.0
20260105,0.0,1.0
20260106,0.0,1.0
20260107,0.0,1.0
20260108,0.0,1.0
20260109,0.0,1.0
20260112,0.0,1.0
20260113,0.0,1.0
20260114,0.0,1.0
20260115,0.0,1.0
20260116,0.0,1.0
20260119,0.0,1.0
20260120,-0.025892174350531868,0.9741078256494682
20260121,0.003293815378407424,0.9773163569858194
20260122,-0.005610496731984898,0.9718331267588352
20260123,0.028776755749612692,0.9997993312769566
20260126,0.00437269887876114,1.0041711526918176
20260127,0.0,1.0041711526918176
20260128,0.0,1.0041711526918176
20260129,0.0,1.0041711526918176
20260130,0.0,1.0041711526918176
20260202,0.0,1.0041711526918176
20260203,0.0,1.0041711526918176
20260204,0.0,1.0041711526918176
20260205,0.0,1.0041711526918176
20260206,0.0,1.0041711526918176
20260209,0.0,1.0041711526918176
20260210,-0.002320387508318537,1.0018410864928977
20260211,-0.029824048762832612,0.9719621290767243
20260212,-0.10774086141712544,0.8672420920251748
20260213,1.6090806594459799,2.2627045693603542
20260216,0.0,2.2627045693603542
20260217,0.0,2.2627045693603542
20260218,0.0,2.2627045693603542
20260219,0.0,2.2627045693603542
20260220,0.0,2.2627045693603542
20260223,0.08908504112256263,2.4642776989700317
20260224,-0.00450806099822163,2.4531685847865177
20260225,0.0020011996863079197,2.458077864988853
20260226,-0.23502247893274722,1.880374311749458
20260227,-0.012169342466406746,1.857491392784745
20260302,-0.012942734837329068,1.8334503742253108
20260303,0.04298429068821774,1.9122599380734329
20260304,0.0031555327216085016,1.9182941368802444
20260305,-0.005022088708621108,1.908660293555604
20260306,0.0,1.908660293555604
20260309,0.006134850649341434,1.920369639396896
20260310,0.007350072281122366,1.9344844950529363
20260311,0.0,1.9344844950529363
20260312,0.0,1.9344844950529363
20260313,0.0,1.9344844950529363
20260316,-0.005799827246625321,1.923264819170354
20260317,-0.002656093059592206,1.9181564488323977
20260318,-0.0058094450292923054,1.9070130243853234
20260319,0.0012657211850543074,1.9094267711704627
20260320,-0.015252794036509736,1.8803026779020018
20260323,-0.0026319059812797336,1.8753538980374151
20260324,-0.05698528907206589,1.7684863140453275
20260325,0.1136506762020494,1.9694759794906491
20260326,-0.17506761140764832,1.6246845240364824
20260327,0.06313406018405333,1.7272574545571018
20260330,1.9120872425570041,5.02992439802722
20260331,-0.5193361584979084,2.4177027836208596
20260401,0.12275218291768863,2.7144810779564925
20260402,-0.017311205283272284,2.6674901387784296
20260403,-0.07106705326812626,2.4779194749936613
20260406,-0.23828364919317102,1.887471780085345
20260407,0.0,1.887471780085345
20260408,0.0,1.887471780085345
20260409,0.0,1.887471780085345
20260410,0.0,1.887471780085345
20260413,0.0,1.887471780085345
20260414,0.0,1.887471780085345
20260415,0.0,1.887471780085345
20260416,0.0,1.887471780085345
20260417,0.0,1.887471780085345
20260420,0.0,1.887471780085345
20260421,0.0,1.887471780085345
20260422,0.0,1.887471780085345
20260423,0.0,1.887471780085345
20260424,0.0,1.887471780085345
20260427,0.0,1.887471780085345
20260428,-0.014140168428088008,1.8607826112116754
20260429,-0.013543486273042886,1.8355811274596132
20260430,0.13658058694797212,2.0862858752386675
20260501,0.0,2.0862858752386675
20260504,0.0,2.0862858752386675
20260505,0.0,2.0862858752386675
20260506,-0.08880672408876096,1.9010096611460678
20260507,0.0027997677001447936,1.9063320465930078
20260508,0.0,1.9063320465930078
20260511,0.0,1.9063320465930078
20260512,0.5830728688590383,3.0178625419979146
20260513,0.3600730698918895,4.104513572006845
20260514,0.2128149258192493,4.978015323357584
20260515,0.005579644678078033,5.005790880063947
20260518,0.0,5.005790880063947
20260519,0.0,5.005790880063947
20260520,0.0,5.005790880063947
20260521,0.0,5.005790880063947
20260522,0.0,5.005790880063947
20260525,0.0,5.005790880063947
20260526,0.0,5.005790880063947
20260527,1.9446799184689467,14.740451880579302
20260528,0.009963722131482841,14.887321647209887
20260529,0.02195285503212826,15.214140861147749
20260601,-0.01639410724539008,14.964718604223622
20260602,0.042581564745977095,15.601939738374698
20260603,-0.0035757838181416637,15.546150574726598
20260604,0.0,15.546150574726598
20260605,0.0,15.546150574726598
20260608,-0.015090467175006898,15.311551899780971
20260609,0.0030801528026468705,15.358713819277956
20260610,-0.01511339074865035,15.126591575930512
