,return,equity
0,0.0,1.0
1,0.0,1.0
2,0.0,1.0
3,0.0,1.0
4,0.0,1.0
5,0.0,1.0
6,0.0,1.0
7,0.0,1.0
8,0.0,1.0
9,0.0,1.0
10,0.0,1.0
11,0.0,1.0
12,-0.0007923711284696319,0.9992076288715304
13,0.0001007997309544498,0.9993083487316884
14,-0.00017169649665620823,0.9991367709891319
15,0.0008806471839066381,1.0000166579728411
16,0.0001338165075715507,1.0001504767095244
17,0.0,1.0001504767095244
18,0.0,1.0001504767095244
19,0.0,1.0001504767095244
20,0.0,1.0001504767095244
21,0.0,1.0001504767095244
22,0.0,1.0001504767095244
23,0.0,1.0001504767095244
24,0.0,1.0001504767095244
25,0.0,1.0001504767095244
26,0.0,1.0001504767095244
27,-7.101018414142682e-05,1.0000794558400041
28,-0.0009126972054880193,0.9991666861153929
29,-0.0032971641078735534,0.9958722695801504
30,0.04924225523368145,1.044911266058962
31,0.0,1.044911266058962
32,0.0,1.044911266058962
33,0.0,1.044911266058962
34,0.0,1.044911266058962
35,0.0,1.044911266058962
36,0.0027262451429691734,1.047759950322889
37,-0.00013795895748312974,1.0476154024524498
38,6.12421665428924e-05,1.0476795606893996
39,-0.007192328628972245,1.0401443049910641
40,-0.0003724150583993751,1.0397569395889772
41,-0.00039608297355401466,1.0393451095685715
42,0.001315436488955596,1.0407123020503155
43,9.656790463765805e-05,1.0408128014566551
44,-0.00015368960688475207,1.0406528393463585
45,0.0,1.0406528393463585
46,0.0001877431561444538,1.0408482147948683
47,0.00022493225130034922,1.0410823351270841
48,0.0,1.0410823351270841
49,0.0,1.0410823351270841
50,0.0,1.0410823351270841
51,-0.00017749052660164178,1.0408975528751867
52,-8.12836892899341e-05,1.0408129448819161
53,-0.00017778485697351562,1.0406279041013742
54,3.8734519169835566e-05,1.0406682123228743
55,-0.000466777083276354,1.0401824522500678
56,-8.054349874906346e-05,1.0400986723160262
57,-0.0017439052123203976,1.0382848388200467
58,0.0034780205530210626,1.041896014829353
59,-0.0053575462196249184,1.0363140087738618
60,0.0019320743725750628,1.0383162445121543
61,0.05851508280478413,1.0990734055373357
62,-0.015893102386575667,1.0816057193727684
63,0.0037565514731906485,1.0856688269312895
64,-0.0005297700795527876,1.0850936720704782
65,-0.0021748455897416708,1.0827337608833192
66,-0.007292129330311588,1.0748383262686634
67,0.0,1.0748383262686634
68,0.0,1.0748383262686634
69,0.0,1.0748383262686634
70,0.0,1.0748383262686634
71,0.0,1.0748383262686634
72,0.0,1.0748383262686634
73,0.0,1.0748383262686634
74,0.0,1.0748383262686634
75,0.0,1.0748383262686634
76,0.0,1.0748383262686634
77,0.0,1.0748383262686634
78,0.0,1.0748383262686634
79,0.0,1.0748383262686634
80,0.0,1.0748383262686634
81,0.0,1.0748383262686634
82,-0.00043272770615669057,1.074373213945248
83,-0.0004144676053968993,1.0739279210519617
84,0.004179738338768999,1.078416658756657
85,0.0,1.078416658756657
86,0.0,1.078416658756657
87,0.0,1.078416658756657
88,-0.0027177278829214006,1.0754858157337472
89,8.568052501048392e-05,1.0755779639230807
90,0.0,1.0755779639230807
91,0.0,1.0755779639230807
92,0.01784361949765611,1.094770167851388
93,0.011019217654692656,1.1068336786128068
94,0.006512716956238001,1.1140421730792438
95,0.0001707523396905231,1.114232398386811
96,0.0,1.114232398386811
97,0.0,1.114232398386811
98,0.0,1.114232398386811
99,0.0,1.114232398386811
100,0.0,1.114232398386811
101,0.0,1.114232398386811
102,0.0,1.114232398386811
103,0.05951250754951827,1.1805431624077238
104,0.00030491706266911993,1.1809031301611594
105,0.0006718172170264406,1.181696481215642
106,-0.0005017043791849435,1.1811036189161488
107,0.001303111977116726,1.1826427291881743
108,-0.00010942873397908188,1.1825133140915696
109,0.0,1.1825133140915696
110,0.0,1.1825133140915696
111,-0.00046180943874064915,1.1819672182816856
112,9.426107359894498e-05,1.1820786317806398
113,-0.0004625109625937837,1.1815319074547934
