date,equity,daily_return
2026-03-23,1.0,0.0
2026-03-24,1.0,0.0
2026-03-25,1.0,0.0
2026-03-26,1.0,0.0
2026-03-27,1.0,0.0
2026-03-30,1.0,0.0
2026-03-31,1.0,0.0
2026-04-01,1.0,0.0
2026-04-02,1.0,0.0
2026-04-03,1.0,0.0
2026-04-06,0.5365853658536496,-0.4634146341463504
2026-04-07,0.5365853658536496,0.0
2026-04-08,0.5365853658536496,0.0
2026-04-09,0.5365853658536496,0.0
2026-04-10,0.5365853658536496,0.0
2026-04-13,0.5365853658536496,0.0
2026-04-14,0.5365853658536496,0.0
2026-04-15,0.5365853658536496,0.0
2026-04-16,0.5365853658536496,0.0
2026-04-17,0.5365853658536496,0.0
2026-04-20,0.5365853658536496,0.0
2026-04-21,0.5365853658536496,0.0
2026-04-22,0.5365853658536496,0.0
2026-04-23,0.5365853658536496,0.0
2026-04-24,0.5365853658536496,0.0
2026-04-27,0.5365853658536496,0.0
2026-04-28,0.5365853658536496,0.0
2026-04-29,0.5365853658536496,0.0
2026-04-30,0.5365853658536496,0.0
2026-05-01,0.5365853658536496,0.0
2026-05-04,0.5365853658536496,0.0
2026-05-05,0.5365853658536496,0.0
2026-05-06,0.5365853658536496,0.0
2026-05-07,0.5365853658536496,0.0
2026-05-08,0.5365853658536496,0.0
2026-05-11,0.5365853658536496,0.0
2026-05-12,0.5365853658536496,0.0
2026-05-13,0.5365853658536496,0.0
2026-05-14,0.5365853658536496,0.0
2026-05-15,1.0910569105690917,1.0333333333333412
